unknown, thực sự không biết, a, tôi không biết thông tin này
unknown, không biết, a, tôi không biết bạn có thể đặt câu hỏi chi tiết hơn không
ask_when, một lượng lớn cán bộ của bộ môn tin học – đại học tổng hợp hà nội được điều động sang công tác tại khoa công nghệ thông tin – đại học tổng hợp hà nội vào năm nào, b, các cán bộ của bộ môn tin học được chuyển sang khoa công nghệ thông tin năm 1995
ask_when, đại học đông dương được thành lập vào thời gian nào, b, đại học đông dương được thành lập vào 16/05/1906
ask_when, khóa đầu tiên của trường đại học quốc gia việt nam được khai giảng vào, b, đại học quốc gia việt nam khai giảng khóa đầu tiên vào 15/11/1945
ask_when, đại học quốc gia hà nội được thành lập chính thức vào thời gian nào, b, đại học quốc gia hà nội được thành lập vào 10/12/1993
ask_when, đại học quốc gia được thành lập vào năm nào, b, đại học quốc gia hà nội được thành lập vào 10/12/1993
ask_when, trường đại học sư phạm tách khỏi cơ cấu tổ chức  đại học quốc gia hà nội năm nào, b, đại học sư phạm tách khỏi đại học quốc gia hà nội năm 2000
ask_when, thủ tướng chính phủ phan văn khải đã chính thức động thổ xây dựng  đại học quốc gia hà nội vào thời gian nào, b, thủ tướng phan văn khải động thổ xây dựng đại học quốc gia hà nội vào 20/12/2003
ask_when, viện việt nam học và khoa học phát triển trực thuộc  đại học quốc gia hà nội được thành lập vào thời gian nào, b, viện việt nam học và khoa học phát triển thành lập vào 19/3/2004
ask_when, chủ tịch hồ chí minh về thăm trường đại học tổng hợp hà nội lần đầu tiên vào thời gian nào, b, chủ tịch hồ chí minh về thăm trường lần đầu vào 23/5/1957
ask_when, chủ tịch hồ chí minh về thăm đại học tổng hợp hà nội lần thứ hai vào năm nào, b, chủ tịch hồ chí minh về thăm đại học tổng hợp lần thứ 2 vào 1959
ask_when, trung tâm nghiên cứu tài nguyên và môi trường cres được thành lập vào thời gian nào, b, trung tâm tài nguyên và môi trường được thành lập vào 15/11/1985
ask_when, đại học tổng hợp hà nội được thành lập thời gian nào, b, 4/6/1956
ask_when, trường đại học tổng hợp hà nội được chính phủ tặng thưởng huân chương lao động hạng 3 vào năm nào, b, đại học tổng hợp hà nội được tặng huân chương hạng 3 vào năm 1965 
ask_when, trường đại học tổng hợp hà nội lập thêm khoa địa lý – địa chất vào năm nào, b, khoa địa lý- địa chất được thành lập vào năm 1966
ask_when, khoa triết học thuộc đại học tổng hợp hà nội được thành lập năm nào, b, khoa triết học được thành lặp năm 1975
ask_when, khoa pháp lý thuộc đại học tổng hợp hà nội được thành lập năm nào, b, khoa pháp lý được thành lập năm 1975
ask_when, trường đại học tổng hợp hà nội bắt đầu đào tạo nghiên cứu sinh vào năm nào, b, khóa nghiên cứu sinh đầu tiên của đại học tổng hợp hà nội vào năm 1977
ask_when, trường đại học tổng hợp hà nội đón nhận huân chương lao động hạng nhất vào dịp nào, b, kỉ niệm 25 năm ngày thành lập
ask_when, khoa vật lý hạt nhân thuộc đại học tổng hợp hà nội được thành lập vào năm nào, b, khoa vật lý hạt nhân được thành lập năm 1978
ask_when, trường đại học tổng hợp hà nội đón nhận huân chương độc lập hạng ba vào dịp nào, b, kỉ niệm 30 năm ngày thành lập
ask_when, khoa nâng cao trình độ – đại học tổng hợp hà nội được thành lập vào năm nào, b, khoa nâng cao trình độ đại học tổng hợp được thành lập năm 1983
ask_when, viện tin học – điện tử thuộc đại học tổng hợp hà nội được thành lập vào năm nào, b, viện tin học – điện tử thuộc đại học tổng hợp hà nội được thành lập năm 1989
ask_when, trung tâm mác – lênin thuộc đại học tổng hợp hà nội được thành lập vào năm nào, b, trung tâm mác – lênin được thành lập năm 1988
ask_when, đại học tổng hợp hà nội chính thức mở lại chuyên ngành ngữ văn trung quốc vào thời gian nào, b, tháng 9/1990 chuyên ngành ngữ văn trung quốc được mở trở lại
ask_when, khoa báo chí – trường đại học tổng hợp hà nội chính thức đi vào hoạt động từ năm nào, b, khoa báo chí chính thức hoạt động vào năm 1990
ask_when, tạp chí khoa học – đại học tổng hợp hà nội được bộ văn hóa cấp phép hoạt động vào thời gian nào, b, tạp chí khoa học- đại học tổng hợp được cấp phép hoạt động vào ngày 20/2/1985.
ask_when, trường đại học tổng hợp hà nội thành lập thêm khoa xã hội học – tâm lý học vào năm nào, b, khoa xã hội học – tâm lý học được thành lập năm 1992.
ask_when, năm học nào được gọi là  năm giáo trình  của đại học tổng hợp, b, 1992–1993 được gọi là năm giáo trình.
ask_when, khoa trực thuộc đầu tiên của  đại học quốc gia hà nội được thành lập vào năm nào, b, khoa trực thuộc đầu tiên được thành lập vào năm 1995 .
ask_when, khoa sau đại học –  đại học quốc gia hà nội chính thức ra đời vào thời gian nào, b, khoa sau đại học chính thức ra đời vào ngày 20/5/2002.
ask_when, viện công nghệ thông tin –  đại học quốc gia hà nội được thành lập vào thời gian nào, b, viện công nghệ thông tin - đại học quốc gia hà nội được thành lập vào tháng 2/2001.
ask_when, nội quy của đại học đông dương tiền thân  đại học quốc gia hà nội được ban hành vào thời gian nào, b, nội quy đại học đông dương được bạn hành lần đầu vào 12/10/1907.
ask_when, trường đại học sư phạm ngoại ngữ hà nội được phát triển trên cơ sở khoa ngoại ngữ của trường đại học sư phạm hà nội vào năm nào, b, năm 1967 trường đại học sư phạm ngoại ngữ được thành lập
ask_when, thủ tướng chính phủ phan văn khải đã chính thức động thổ xây dựng  đại học quốc gia hà nội tại hòa lạc vào thời gian nào, b, năm 2003  thủ tướng phan văn khải chính thức động thổ xây dựng đại học quốc gia hà nội
ask_when, viện việt nam học và khoa học phát triển –  đại học quốc gia hà nội được chính thức thành lâp năm nào, b, viện việt nam học và khoa học phát triển – đại học quốc gia hà nội thành lập năm 2004
ask_when, thủ tướng chính phủ đã ký quyết định thành lập viện trần nhân tông vào thời gian nào, b, viện trần nhân tông được thành lập vào 01/09/2016
ask_when, thủ tướng chính phủ ký quyết định thành lập viện tài nguyên và môi trường trên cơ sở nâng cấp trung tâm nghiên cứu tài nguyên và môi trường vào thời gian nào, b, viện tài nguyên và môi trường được thành lập 17/11/2016
ask_when, trường luật và pháp chính trực thuộc đại học đông dương được thành lập khi nào, b, trường luật và pháp chính  ra đời năm 1897
ask_when, trường cao đẳng y khoa trở thành một thành viên của đại học đông dương vào năm nào, b, trường cao đẳng y khoa trở thành thành viên của đại học đông dương năm 1906
ask_when, trường cao đẳng y khoa thuộc đại học đông dương được xây dựng trên cơ sở trường trung cấp y khoa hà nội vào năm nào, b, trường cao đẳng y khoa ra đời năm 1902
ask_when, chương trình đào tạo thạc sĩ biến đổi khí hậu của khoa các khoa học liên ngành –  đại học quốc gia hà nội được đưa vào đào tạo khi nào, b, chương trình đào tạo thạc sĩ biến đổi khí hậu được đưa vào đào tạo năm 2011
ask_when, chương trình đào tạo thạc sĩ khoa học bền vững của khoa các khoa học liên ngành –  đại học quốc gia hà nội được đưa vào đào tạo khi nào, b, chương trình đào tạo thạc sĩ khoa học bền vững được đưa vào đào tạo năm 2014
ask_when, bệnh viện  đại học quốc gia hà nội được thành lập vào thời gian nào, b, năm 2011 bệnh viện đại học quốc gia hà nội được thành lập.
ask_when, bệnh viện  đại học quốc gia hà nội trực thuộc  đại học quốc gia hà nội được thành lập vào khi nào, b, bệnh viện đại học quốc gia hà nội được thành lập năm 2011
ask_when,  đại học quốc gia hà nội thực hiện đổi mới tuyển sinh theo phương thức đánh giá năng lực bắt đầu từ năm nào, b, năm 2015 đại học quốc gia hà nội tuyển sinh theo phương thức đánh giá năng lực
ask_when,  đại học quốc gia hà nội bắt đầu triển khai xây dựng và hoàn thiện chương trình đào tạo theo chuẩn đầu ra từ năm nào, b, tháng 10/2010 đại học quốc gia hà nội hoàn thiện chương trình đào tạo theo chuẩn đầu ra.
ask_when, chương trình đào tạo cử nhân chất lượng cao hiện hành của  đại học quốc gia hà nội được triển khai ở hầu hết các đơn vị đào tạo bắt đầu từ năm học nào, b, chương trình đào tạo cử nhân chất lượng cao được triển khai từ năm học 2001 – 2002
ask_when,  đại học quốc gia hà nội và tập đoàn brg đã ký kết biên bản ghi nhớ về việc hợp tác giữa hai bên vào thời gian nào, b, năm 2015
ask_when,  đại học quốc gia hà nội chính thức vinh dự là một trong những trường đại học nhận được sự hỗ trợ một triệu đô la mỹ của quỹ nippon nhật bản làm quỹ học bổng bồi dưỡng các tài năng trẻ đáp ứng nhu cầu phát triển của đất nước từ năm bao nhiêu, b, đại học quốc gia hà nội vinh dự được nhận hỗ trợ từ quỹ nippon (nhật bản) năm 1999
ask_when,  đại học quốc gia hà nội đã ký kết bản thỏa thuận hợp tác toàn diện với tập đoàn dầu khí quốc gia việt nam petrovietnam vào thời gian nào sau đây, b, năm 2008  đại học quốc gia hà nội đã kí bản thỏa thuận hợp tác toàn diện với tập đoàn dầu khí quốc gia việt nam.
ask_when, học kỳ phụ của  đại học quốc gia hà nội được tổ chức trong thời gian nào, b, được tổ chức trong thời gian giữa hai học kỳ chính
ask_when, bộ tiêu chuẩn kiểm định chất lượng đơn vị đào tạo của  đại học quốc gia hà nội  được ban hành vào năm, b, bộ tiêu chuẩn kiểm định chất lượng đơn vị đào tạo của đại học quốc gia hà nội  được ban hành vào năm 2005
ask_when, giám đốc  đại học quốc gia hà nội đã ra quyết định thành lập trung tâm đảm bảo chất lượng đào tạo và nghiên cứu phát triển giáo dục đbclđt & ncptgd nay là viện đảm bảo chất lượng giáo dục vào năm bao nhiêu, b, trung tâm đảm bảo chất lượng đào tạo và nghiên cứu phát triển giáo dục thành lập năm 1995
ask_when, trở thành đại học định hướng nghiên cứu  đa ngành  đa lĩnh vực có tính hội nhập cao  trong đó  một số trường đại học  viện nghiên cứu thành viên thuộc các lĩnh vực khoa học cơ bản  công nghệ cao và kinh tế – xã hội mũi nhọn đạt trình độ tiên tiến châu á   là tầm nhìn đến năm bao nhiêu của  đại học quốc gia hà nội, b, tầm nhìn năm 2030 của đại học quốc gia hà nội
ask_when,  đại học quốc gia hà nội tổ chức thi tuyển bằng hình thức đánh giá năng lực vào năm, b, đại học quốc gia hà nội tổ chức hình thức đánh giá năng lực năm 2015
ask_when,  đại học quốc gia hà nội bắt đầu xây dựng và triển khai dự án  đào tạo cử nhân khoa học tài năng  từ năm nào, b, năm 1997 đại học quốc gia hà nội xây dựng và triển khai dự án đào tạo cử nhân khoa học tài năng 
ask_when, giáo sư trần văn giàu đã được nhà nước trao tặng giải thưởng hồ chí minh với công trình về lịch sử việt nam gồm 5 bộ  18 tập 1956-1978 vào năm nào sau đây, b, giáo sư trân văn giàu nhận giải thưởng hồ chí minh về công trình lịch sử việt nam vào năm 1996
ask_when, câu lạc bộ nhà khoa học  đại học quốc gia hà nội vnu- giáo sưl được thành lập vào thời gian nào, b, câu lạc bộ nhà khoa học đại học quốc gia hà nội được thành lập vào tháng 3/2013
ask_when, tuyến đường mới mang tên cố giáo sư trần quốc vượng được đặt vào thời gian nào sau đây, b, tuyến đường mang tên trần quốc vượng được đặt tên vào năm 2016
ask_when, câu lạc bộ cựu sinh viên  đại học quốc gia hà nội được ra mắt năm nào, b, câu lạc bộ cựu sinh viên đại học quốc gia hà nội ra đời năm 2016
ask_when,  phó giáo sư tiến sĩ lê anh vinh  là phó giáo sư trẻ nhất việt nam  được phong phó giáo sư năm 30 tuổi  là năm nào, b, pgs.ts lê anh vinh được phong phó giáo sư vào năm 2013
ask_when, tiến sĩ lê hoàng sơn  trường đh khoa học tự nhiên đã được vinh danh 10 gương mặt trẻ thủ đô tiêu biểu năm nào, b, tiến sĩ lê hoàng sơn được vinh danh là 10 gương mặt tiêu biểu năm 2017
ask_when,  giáo sư đào duy anh - nhà sử học và văn hóa lớn sinh năm bao nhiêu, b, gs. đào duy anh sinh năm 1904
ask_when, chàng trai vàng olympic hóa học đinh quang hiếu  sinh viên đh khoa học tự nhiên  đhqg hà nội  từng giành cú đúp huy chương vàng olympic hóa học quốc tế trong 2 năm liên tiếp 2016  2017 đã được vinh danh 10 gương mặt trẻ thủ đô tiêu biểu năm nào, b, chàng trai vàng olympic hóa học đinh quang hiếu đã từng giành cú đúp huy chương vàng olympic năm 2017
ask_when, sinh viên phải hoàn thành việc đăng kí các học phần của mỗi kì học vào khoảng thời gian nào sau đây, b, chậm nhất là 1 tháng trước khi bắt đầu mỗi kỳ học
ask_when, sinh viên được phép đăng ký những học phần muốn học hoặc đăng ký đổi sang lớp học phần khác trong khoảng thời gian nào, b, trong 2 tuần đầu tiên đối với học kỳ chính  hoặc trong 1 tuần đầu tiên với kỳ học phụ
ask_when, cuộc thi lớp tôi là số 1 được tổ chức bắt đầu từ năm nào, b, năm 2017 bắt đầu tổ chức cuộc thi lớp tôi là số 1
ask_when, đại hội đại biểu hội sinh viên  đại học quốc gia hà nội nhiệm kì 2018-2023 diễn ra vào thời gian nào, b, tháng 6/2018 đại hội sinh viên đại học quốc gia hà nội được diễn ra
ask_when,  đại học quốc gia hà nội thí điểm tuyển sinh theo phương thức đánh giá năng lực từ năm nào, b, thí điểm tuyển sinh theo phương pháp đánh giá năng lực từ năm 2014
ask_when,  giáo sư ngô bảo châu – cựu học sinh của  đại học quốc gia hà nội đã đạt giải thưởng cao quý nhất cho những người làm toán trên thế giới đó là huy chương fields vào năm, b, gs. ngô bảo châu đạt huân chương fields năm 2011
ask_when, đoàn tncs hồ chí minh đại học quốc gia hà nội được ban thường vụ thành đoàn hà nội ký quyết định thành lập vào ngày  tháng  năm nào, b, đoàn tncs hồ chí minh đại học quốc gia hà nội được thành lập 16/3/1996
ask_when, đoàn tncs hồ chí minh  đại học quốc gia hà nội kỷ niệm 20 năm thành lập vào năm nào, b, đoàn tncs hồ chí minh đại học quốc gia hà nội kỉ niệm 20 năm vào 2015
ask_when, đoàn tncs hồ chí minh  đại học quốc gia hà nội đón nhận huân chương lao động hạng nhì vào năm nào, b, đoàn tncs hồ chí minh đại học quốc gia hà nội nhận huân chương lao động hạng nhì vào năm 2015
ask_when, sinh viên  đại học quốc gia hà nội được cấp thẻ sinh viên trong thời gian nào, b, trong thời gian học tập và được hưởng các quyền về đào tạo theo quy chế đào tạo đại học  thạc sĩ và tiến sĩ tại đại học quốc gia hà nội.
ask_when, đoàn thanh niên  đại học quốc gia hà nội cũng tổ chức chiến dịch mùa hè thanh niên tình nguyện khi nào, b, mùa hè hằng năm.
ask_when, đại học công nghệ thành được lập vào năm nào, a, đại học công nghệ thành lập vào năm 2004
ask_when, đại học quốc gia thành lập khi nào, a, đại học công nghệ thành lập vào năm 2004